Company,Ticker,Date,Segement,Call,Price
Constellation Brands (STZ),STZ,7/11/2017,Guest Interview ,Buy Recommendations ,193.89
Scorpio Tankers (STNG),STNG,7/11/2017,Lightning Round ,Sell Recommendations ,3.8
Suburban Propane (SPH),SPH,7/11/2017,Lightning Round ,Sell Recommendations ,24.03
Snap (SNAP),SNAP,7/11/2017,Discussed Stock,Sell Recommendations ,15.47
Transocean (RIG),RIG,7/11/2017,Discussed Stock,Sell Recommendations ,8.09
Red Hat (RHT),RHT,7/11/2017,Discussed Stock,Positive Mention ,97.41
Occidental Petroleum (OXY),OXY,7/11/2017,Discussed Stock,Positive Mention ,58.94
JC Penney (JCP),JCP,7/11/2017,Discussed Stock,Negative Mention ,4.56
Incyte (INCY),INCY,7/11/2017,Lightning Round ,Buy Recommendations ,131.92
Frontier Communications (FTR),FTR,7/11/2017,Lightning Round ,Sell Recommendations ,13.88
Walt Disney (DIS),DIS,7/11/2017,Lightning Round ,Buy Recommendations ,103.84
Carrizo Oil & Gas (CRZO),CRZO,7/11/2017,Featured Stock,Buy Recommendations ,16.1
Salesforce.com (CRM),CRM,7/11/2017,Discussed Stock,Positive Mention ,88.35
Blue Apron (APRN),APRN,7/11/2017,Discussed Stock,Sell Recommendations ,7.14
Abercrombie & Fitch (ANF),ANF,7/11/2017,Discussed Stock,Negative Mention ,9.24
Alexion Pharmaceuticals (ALXN ),ALXN ,7/11/2017,Lightning Round ,Buy Recommendations ,124.32
Vantiv (VNTV),VNTV,7/12/2017,Featured Stock,Buy Recommendations ,63
Tesla (TSLA),TSLA,7/12/2017,Discussed Stock,Positive Mention ,329.52
STMicroelectronics (STM),STM,7/12/2017,Lightning Round ,Buy Recommendations ,15.84
Starbucks (SBUX),SBUX,7/12/2017,Lightning Round ,Buy Recommendations ,58.54
PayPal (PYPL),PYPL,7/12/2017,Discussed Stock,Buy Recommendations ,56.55
NVIDIA (NVDA),NVDA,7/12/2017,Discussed Stock,Buy Recommendations ,162.51
Netflix (NFLX),NFLX,7/12/2017,Discussed Stock,Buy Recommendations ,158.75
Herman Miller (MLHR),MLHR,7/12/2017,Guest Interview ,Buy Recommendations ,33.7
Home Depot (HD),HD,7/12/2017,Discussed Stock,Buy Recommendations ,152.59
Alphabet (GOOGL),GOOGL,7/12/2017,Discussed Stock,Buy Recommendations ,967.66
Facebook (FB),FB,7/12/2017,Discussed Stock,Buy Recommendations ,158.9
Express Scripts (ESRX),ESRX,7/12/2017,Lightning Round ,Sell Recommendations ,62.12
Delta Air Lines (DAL),DAL,7/12/2017,Discussed Stock,Buy Recommendations ,55.48
Rockwell Collins (COL),COL,7/12/2017,Featured Stock,Buy Recommendations ,109.03
Caterpillar (CAT),CAT,7/12/2017,Discussed Stock,Buy Recommendations ,108.96
Boeing (BA),BA,7/12/2017,Discussed Stock,Negative Mention ,206.44
Athenex (ATNX),ATNX,7/12/2017,Lightning Round ,Positive Mention ,18.09
Apple (AAPL),AAPL,7/12/2017,Discussed Stock,Buy Recommendations ,145.74
Xilinx (XLNX),XLNX,7/13/2017,Lightning Round ,Buy Recommendations ,67.85
Walmart (WMT),WMT,7/13/2017,Discussed Stock,Buy Recommendations ,75.05
Winnebago Industries (WGO),WGO,7/13/2017,Lightning Round ,Hold or Neutral ,34.85
TJX Companies (TJX),TJX,7/13/2017,Discussed Stock,Buy Recommendations ,69.98
Target (TGT),TGT,7/13/2017,Discussed Stock,Positive Mention ,53.31
Sempra Energy (SRE),SRE,7/13/2017,Lightning Round ,Hold or Neutral ,111.61
Steelcase (SCS),SCS,7/13/2017,Featured Stock,Negative Mention ,13.85
Occidental Petroleum (OXY),OXY,7/13/2017,Discussed Stock,Buy Recommendations ,59.5
Altria (MO),MO,7/13/2017,Lightning Round ,Buy Recommendations ,73.48
Magellan Midstream Partne (MMP),MMP,7/13/2017,Lightning Round ,Buy Recommendations ,69.78
Herman Miller (MLHR),MLHR,7/13/2017,Featured Stock,Buy Recommendations ,34.35
Macy's (M),M,7/13/2017,Discussed Stock,Negative Mention ,22.1
Kohl's (KSS),KSS,7/13/2017,Discussed Stock,Negative Mention ,38.93
Kinder Morgan (KMI),KMI,7/13/2017,Lightning Round ,Sell Recommendations ,19.33
Nordstrom (JWN),JWN,7/13/2017,Discussed Stock,Negative Mention ,47.33
IHS Markit (INFO),INFO,7/13/2017,Lightning Round ,Buy Recommendations ,44.5
Home Depot (HD),HD,7/13/2017,Discussed Stock,Buy Recommendations ,153.29
General Motors (GM),GM,7/13/2017,Discussed Stock,Positive Mention ,35.86
Chevron (CVX),CVX,7/13/2017,Discussed Stock,Buy Recommendations ,104.13
Bank of Montreal (BMO),BMO,7/13/2017,Lightning Round ,Buy Recommendations ,76.14
Arena Pharmaceuticals (ARNA),ARNA,7/13/2017,Lightning Round ,Buy Recommendations ,24.54
Apache (APA),APA,7/13/2017,Discussed Stock,Buy Recommendations ,48.24
Alder BioPharmaceuticals (ALDR),ALDR,7/13/2017,Featured Stock,Buy Recommendations ,11.95
Zimmer Biomet (ZBH),ZBH,7/17/2017,Featured Stock,Negative Mention ,132.61
Vale (VALE),VALE,7/17/2017,Discussed Stock,Positive Mention ,9.3
Visa (V),V,7/17/2017,Discussed Stock,Buy Recommendations ,96.83
Union Pacific (UNP),UNP,7/17/2017,Discussed Stock,Positive Mention ,109.05
UnitedHealth Group (UNH),UNH,7/17/2017,Discussed Stock,Buy Recommendations ,186.35
T-Mobile US (TMUS),TMUS,7/17/2017,Discussed Stock,Buy Recommendations ,61.38
Schlumberger (SLB),SLB,7/17/2017,Discussed Stock,Negative Mention ,66.83
Procter & Gamble (PG),PG,7/17/2017,Discussed Stock,Positive Mention ,87.55
Newell Brands (NWL),NWL,7/17/2017,Lightning Round ,Buy Recommendations ,53.9
Netflix (NFLX),NFLX,7/17/2017,Discussed Stock,Positive Mention ,161.7
Microsoft (MSFT),MSFT,7/17/2017,Discussed Stock,Positive Mention ,73.35
MGM Resorts (MGM),MGM,7/17/2017,Lightning Round ,Buy Recommendations ,31.85
Lloyds TSB (LYG),LYG,7/17/2017,Lightning Round ,Negative Mention ,3.56
Johnson & Johnson (JNJ),JNJ,7/17/2017,Discussed Stock,Buy Recommendations ,132.15
IBM (IBM),IBM,7/17/2017,Discussed Stock,Positive Mention ,153.01
Honeywell (HON),HON,7/17/2017,Discussed Stock,Buy Recommendations ,135.26
Goldman Sachs (GS),GS,7/17/2017,Discussed Stock,Negative Mention ,229.26
Groupon (GRPN),GRPN,7/17/2017,Lightning Round ,Buy Recommendations ,3.88
General Electric (GE),GE,7/17/2017,Discussed Stock,Negative Mention ,26.82
iShares MSCI Eurozone ETF (EZU),EZU,7/17/2017,Discussed Stock,Buy Recommendations ,41.36
Exelixis (EXEL),EXEL,7/17/2017,Lightning Round ,Negative Mention ,26.21
Tableau Software (DATA),DATA,7/17/2017,Lightning Round ,Buy Recommendations ,64.03
Carnival (CCL),CCL,7/17/2017,Lightning Round ,Buy Recommendations ,67.02
Caterpillar (CAT),CAT,7/17/2017,Discussed Stock,Buy Recommendations ,108.84
BHP Billiton (BHP),BHP,7/17/2017,Discussed Stock,Buy Recommendations ,39.64
Bank of America (BAC),BAC,7/17/2017,Discussed Stock,Negative Mention ,24.02
Aurinia Pharmaceuticals (AUPH),AUPH,7/17/2017,Guest Interview ,Buy Recommendations ,7.45
Exxon Mobil (XOM),XOM,7/18/2017,Discussed Stock,Positive Mention ,80.6
United Parcel Service (UPS),UPS,7/18/2017,Lightning Round ,Buy Recommendations ,111.83
UnitedHealth Group (UNH),UNH,7/18/2017,Discussed Stock,Buy Recommendations ,186.85
Supernus Pharmaceuticals (SUPN),SUPN,7/18/2017,Lightning Round ,Positive Mention ,43.05
Potash (POT),POT,7/18/2017,Discussed Stock,Buy Recommendations ,17.66
ProLogis (PLD),PLD,7/18/2017,Guest Interview ,Buy Recommendations ,60.12
NVIDIA (NVDA),NVDA,7/18/2017,Discussed Stock,Buy Recommendations ,165.96
Netflix (NFLX),NFLX,7/18/2017,Featured Stock,Buy Recommendations ,183.6
McKesson (MCK),MCK,7/18/2017,Lightning Round ,Positive Mention ,165.41
Lockheed Martin (LMT),LMT,7/18/2017,Discussed Stock,Buy Recommendations ,286.79
JPMorgan Chase (JPM),JPM,7/18/2017,Discussed Stock,Buy Recommendations ,91.07
Johnson & Johnson (JNJ),JNJ,7/18/2017,Discussed Stock,Buy Recommendations ,134.46
Honeywell (HON),HON,7/18/2017,Discussed Stock,Buy Recommendations ,135.19
Goldman Sachs (GS),GS,7/18/2017,Discussed Stock,Buy Recommendations ,223.31
Alphabet (GOOGL),GOOGL,7/18/2017,Discussed Stock,Buy Recommendations ,986.95
Facebook (FB),FB,7/18/2017,Discussed Stock,Buy Recommendations ,162.86
Chegg (CHGG),CHGG,7/18/2017,Lightning Round ,Buy Recommendations ,13.92
Citigroup (C),C,7/18/2017,Discussed Stock,Buy Recommendations ,66.89
The Blackstone Group (BX),BX,7/18/2017,Discussed Stock,Buy Recommendations ,34.51
Bank of America (BAC),BAC,7/18/2017,Discussed Stock,Buy Recommendations ,23.9
Broadcom (AVGO),AVGO,7/18/2017,Discussed Stock,Buy Recommendations ,250.88
Apollo Global Management (APO),APO,7/18/2017,Lightning Round ,Buy Recommendations ,26.9
AbbVie (ABBV),ABBV,7/18/2017,Discussed Stock,Buy Recommendations ,72.23
Take-Two Interactive (TTWO),TTWO,7/19/2017,Lightning Round ,Buy Recommendations ,78.43
Regeneron Pharmaceuticals (REGN),REGN,7/19/2017,Lightning Round ,Buy Recommendations ,506.79
Portola Pharmaceuticals (PTLA),PTLA,7/19/2017,Discussed Stock,Positive Mention ,64.98
PNC Financial (PNC),PNC,7/19/2017,Lightning Round ,Buy Recommendations ,126.4
Pfizer (PFE),PFE,7/19/2017,Lightning Round ,Positive Mention ,33.62
Universal Display (OLED),OLED,7/19/2017,Discussed Stock,Buy Recommendations ,124.3
NVIDIA (NVDA),NVDA,7/19/2017,Discussed Stock,Buy Recommendations ,165.1
Nabors Industries (NBR),NBR,7/19/2017,Lightning Round ,Sell Recommendations ,8.02
Mazor Robotics (MZOR),MZOR,7/19/2017,Lightning Round ,Negative Mention ,40.77
Herman Miller (MLHR),MLHR,7/19/2017,Discussed Stock,Buy Recommendations ,33.6
McCormick (MKC),MKC,7/19/2017,Featured Stock,Negative Mention ,92.07
GameStop (GME),GME,7/19/2017,Lightning Round ,Sell Recommendations ,21.35
Forterra (FRTA),FRTA,7/19/2017,Lightning Round ,Negative Mention ,8.69
Edwards Lifesciences (EW),EW,7/19/2017,Guest Interview ,Buy Recommendations ,119.04
Equifax (EFX),EFX,7/19/2017,Featured Stock,Buy Recommendations ,142.72
Electronic Arts (EA),EA,7/19/2017,Lightning Round ,Buy Recommendations ,111.58
Discovery Communications (DISCA),DISCA,7/19/2017,Featured Stock,Negative Mention ,27.18
Cypress Semiconductor (CY),CY,7/19/2017,Lightning Round ,Buy Recommendations ,14.59
Costco (COST),COST,7/19/2017,Discussed Stock,Buy Recommendations ,151.24
Community Bank System (CBU),CBU,7/19/2017,Lightning Round ,Sell Recommendations ,54.73
Alibaba (BABA),BABA,7/19/2017,Discussed Stock,Buy Recommendations ,153.15
Activision Blizzard (ATVI),ATVI,7/19/2017,Lightning Round ,Buy Recommendations ,61.33
Amphastar Pharmaceuticals (AMPH),AMPH,7/19/2017,Lightning Round ,Sell Recommendations ,17.74
Walgreens Boots Alliance (WBA),WBA,7/20/2017,Discussed Stock,Sell Recommendations ,79.8
Union Pacific (UNP),UNP,7/20/2017,Lightning Round ,Buy Recommendations ,106.14
UnitedHealth Group (UNH),UNH,7/20/2017,Discussed Stock,Buy Recommendations ,191.5
Triton (TRTN),TRTN,7/20/2017,Lightning Round ,Negative Mention ,34.52
Schneider National (SNDR),SNDR,7/20/2017,Lightning Round ,Positive Mention ,20.46
Procter & Gamble (PG),PG,7/20/2017,Lightning Round ,Buy Recommendations ,88.6
Netflix (NFLX),NFLX,7/20/2017,Featured Stock,Buy Recommendations ,183.6
Lowe's (LOW),LOW,7/20/2017,Discussed Stock,Negative Mention ,72.56
KeyCorp (KEY),KEY,7/20/2017,Guest Interview ,Buy Recommendations ,18.37
Johnson & Johnson (JNJ),JNJ,7/20/2017,Discussed Stock,Buy Recommendations ,136.57
Home Depot (HD),HD,7/20/2017,Discussed Stock,Negative Mention ,147.03
Alphabet (GOOGL),GOOGL,7/20/2017,Featured Stock,Buy Recommendations ,992.19
Facebook (FB),FB,7/20/2017,Featured Stock,Buy Recommendations ,164.53
Ensco International (ESV),ESV,7/20/2017,Lightning Round ,Sell Recommendations ,5.46
Energizer Holdings (ENR),ENR,7/20/2017,Lightning Round ,Negative Mention ,47.4
Darden Restaurants (DRI),DRI,7/20/2017,Lightning Round ,Buy Recommendations ,89.57
Cheesecake Factory (CAKE),CAKE,7/20/2017,Lightning Round ,Negative Mention ,50.63
Baozun (BZUN),BZUN,7/20/2017,Guest Interview ,Positive Mention ,29.89
Blackberry (BBRY),BBRY,7/20/2017,Lightning Round ,Negative Mention ,10.13
Alibaba (BABA),BABA,7/20/2017,Discussed Stock,Buy Recommendations ,152.11
Adobe Systems (ADBE),ADBE,7/20/2017,Lightning Round ,Buy Recommendations ,149.94
Abbott Laboratories (ABT),ABT,7/20/2017,Discussed Stock,Buy Recommendations ,50.85
Xerox (XRX),XRX,7/24/2017,Lightning Round ,Positive Mention ,30.56
United Technologies (UTX),UTX,7/24/2017,Discussed Stock,Buy Recommendations ,123.13
Schlumberger (SLB),SLB,7/24/2017,Discussed Stock,Positive Mention ,66.42
Starbucks (SBUX),SBUX,7/24/2017,Discussed Stock,Negative Mention ,58.02
RH (RH),RH,7/24/2017,Featured Stock,Negative Mention ,75.24
PayPal (PYPL),PYPL,7/24/2017,Discussed Stock,Buy Recommendations ,58.58
NXP Semiconductors (NXPI),NXPI,7/24/2017,Lightning Round ,Positive Mention ,109.55
Nucor (NUE),NUE,7/24/2017,Guest Interview ,Buy Recommendations ,60.51
Mallinckrodt (MNK),MNK,7/24/2017,Lightning Round ,Sell Recommendations ,47.14
3M (MMM),MMM,7/24/2017,Discussed Stock,Buy Recommendations ,210
McDonald's (MCD),MCD,7/24/2017,Discussed Stock,Buy Recommendations ,151.85
Marriott International (MAR),MAR,7/24/2017,Lightning Round ,Buy Recommendations ,102.71
Southwest Airlines (LUV),LUV,7/24/2017,Discussed Stock,Buy Recommendations ,59.81
LAM Research (LRCX),LRCX,7/24/2017,Discussed Stock,Buy Recommendations ,164.12
Carmax (KMX),KMX,7/24/2017,Lightning Round ,Buy Recommendations ,65.7
Kellogg (K),K,7/24/2017,Lightning Round ,Positive Mention ,66.83
Ionis Pharmaceuticals (IONS),IONS,7/24/2017,Lightning Round ,Buy Recommendations ,59.56
Intel (INTC),INTC,7/24/2017,Discussed Stock,Positive Mention ,34.5
Hasbro (HAS),HAS,7/24/2017,Guest Interview ,Buy Recommendations ,105
Facebook (FB),FB,7/24/2017,Discussed Stock,Buy Recommendations ,166
Ethan Allen Interiors (ETH),ETH,7/24/2017,Featured Stock,Negative Mention ,30.75
Dow Chemical (DOW),DOW,7/24/2017,Discussed Stock,Buy Recommendations ,66.22
Carvana (CVNA),CVNA,7/24/2017,Lightning Round ,Sell Recommendations ,21.62
Carrizo Oil & Gas (CRZO),CRZO,7/24/2017,Discussed Stock,Negative Mention ,14.94
Chipotle Mexican Grill (CMG),CMG,7/24/2017,Discussed Stock,Negative Mention ,339.98
Caterpillar (CAT),CAT,7/24/2017,Discussed Stock,Buy Recommendations ,108.18
Boeing (BA),BA,7/24/2017,Discussed Stock,Positive Mention ,212.18
Advanced Micro Devices (AMD),AMD,7/24/2017,Discussed Stock,Positive Mention ,14.16
Valeant Pharmaceuticals (VRX),VRX,7/25/2017,Lightning Round ,Buy Recommendations ,17.71
United Technologies (UTX),UTX,7/25/2017,Discussed Stock,Buy Recommendations ,120.42
Ultra Clean Holdings (UCTT),UCTT,7/25/2017,Lightning Round ,Sell Recommendations ,24.02
PVH Corp (PVH),PVH,7/25/2017,Lightning Round ,Buy Recommendations ,118.73
PTC Therapeutics (PTCT),PTCT,7/25/2017,Lightning Round ,Negative Mention ,21.15
PetMed Express (PETS),PETS,7/25/2017,Lightning Round ,Buy Recommendations ,48.08
3M (MMM),MMM,7/25/2017,Discussed Stock,Buy Recommendations ,199.39
McCormick (MKC),MKC,7/25/2017,Guest Interview ,Buy Recommendations ,94.81
Magna International (MGA),MGA,7/25/2017,Guest Interview ,Buy Recommendations ,48.02
McDonald's (MCD),MCD,7/25/2017,Discussed Stock,Buy Recommendations ,159.07
Macy's (M),M,7/25/2017,Lightning Round ,Negative Mention ,23.49
LAM Research (LRCX),LRCX,7/25/2017,Lightning Round ,Buy Recommendations ,164.46
KLA-Tencor (KLAC),KLAC,7/25/2017,Lightning Round ,Positive Mention ,99.12
Hertz Global Holdings (HTZ),HTZ,7/25/2017,Lightning Round ,Positive Mention ,16.41
Honeywell (HON),HON,7/25/2017,Lightning Round ,Buy Recommendations ,137.25
Hasbro (HAS),HAS,7/25/2017,Discussed Stock,Buy Recommendations ,106.32
Alphabet (GOOGL),GOOGL,7/25/2017,Discussed Stock,Positive Mention ,969.03
General Dynamics (GD),GD,7/25/2017,Featured Stock,Buy Recommendations ,203.56
Fastenal (FAST),FAST,7/25/2017,Lightning Round ,Negative Mention ,44.08
Diamondback Energy (FANG),FANG,7/25/2017,Discussed Stock,Buy Recommendations ,95.72
Domino's Pizza (DPZ),DPZ,7/25/2017,Discussed Stock,Buy Recommendations ,192.4
Cutera Inc (CUTR),CUTR,7/25/2017,Lightning Round ,Sell Recommendations ,27.15
Caterpillar (CAT),CAT,7/25/2017,Discussed Stock,Buy Recommendations ,114.54
Applied Materials (AMAT),AMAT,7/25/2017,Lightning Round ,Buy Recommendations ,46.4
Allergan (AGN),AGN,7/25/2017,Lightning Round ,Buy Recommendations ,254.62
AES Corp (AES),AES,7/25/2017,Lightning Round ,Positive Mention ,11.24
Union Pacific (UNP),UNP,7/26/2017,Discussed Stock,Negative Mention ,104.42
Under Armour (UAA),UAA,7/26/2017,Lightning Round ,Negative Mention ,19.65
AT&T (T),T,7/26/2017,Discussed Stock,Buy Recommendations ,38.03
Charles Schwab (SCHW),SCHW,7/26/2017,Lightning Round ,Buy Recommendations ,42.78
SAP AG (SAP),SAP,7/26/2017,Lightning Round ,Buy Recommendations ,105.26
Polaris Industries (PII),PII,7/26/2017,Featured Stock,Sell Recommendations ,89.99
Norfolk Southern (NSC),NSC,7/26/2017,Discussed Stock,Negative Mention ,116.41
Nike (NKE),NKE,7/26/2017,Lightning Round ,Buy Recommendations ,58.36
McDonald's (MCD),MCD,7/26/2017,Discussed Stock,Buy Recommendations ,156.51
IBM (IBM),IBM,7/26/2017,Discussed Stock,Negative Mention ,145.36
General Electric (GE),GE,7/26/2017,Lightning Round ,Negative Mention ,25.59
Chipotle Mexican Grill (CMG),CMG,7/26/2017,Discussed Stock,Negative Mention ,340.6
Citigroup (C),C,7/26/2017,Guest Interview ,Buy Recommendations ,67.98
Boeing (BA),BA,7/26/2017,Discussed Stock,Buy Recommendations ,233.45
Advanced Micro Devices (AMD),AMD,7/26/2017,Discussed Stock,Buy Recommendations ,14.76
Verizon (VZ),VZ,7/27/2017,Featured Stock,Buy Recommendations ,47.81
United Rentals (URI),URI,7/27/2017,Guest Interview ,Buy Recommendations ,120.77
Tupperware (TUP),TUP,7/27/2017,Lightning Round ,Sell Recommendations ,60.88
T-Mobile US (TMUS),TMUS,7/27/2017,Featured Stock,Positive Mention ,61.62
AT&T (T),T,7/27/2017,Featured Stock,Buy Recommendations ,39.41
RR Donnelley (RRD),RRD,7/27/2017,Lightning Round ,Negative Mention ,12.7
Pfizer (PFE),PFE,7/27/2017,Lightning Round ,Negative Mention ,33
Netflix (NFLX),NFLX,7/27/2017,Discussed Stock,Positive Mention ,182.68
LAM Research (LRCX),LRCX,7/27/2017,Guest Interview ,Buy Recommendations ,164.76
Logitech International (LOGI),LOGI,7/27/2017,Guest Interview ,Buy Recommendations ,35.81
Kite Pharma (KITE),KITE,7/27/2017,Lightning Round ,Negative Mention ,108.88
JPMorgan Chase (JPM),JPM,7/27/2017,Lightning Round ,Positive Mention ,91.55
HSBC Holdings (HSBC),HSBC,7/27/2017,Lightning Round ,Negative Mention ,49.07
Alphabet (GOOGL),GOOGL,7/27/2017,Discussed Stock,Positive Mention ,952.51
Freeport-McMoRan (FCX),FCX,7/27/2017,Lightning Round ,Buy Recommendations ,14.5
Apple Hospitality REIT (APLE),APLE,7/27/2017,Lightning Round ,Buy Recommendations ,18.26
Abbott Laboratories (ABT),ABT,7/27/2017,Lightning Round ,Buy Recommendations ,50.11
Ulta Beauty (ULTA),ULTA,7/31/2017,Lightning Round ,Positive Mention ,251.21
Radian Group (RDN),RDN,7/31/2017,Lightning Round ,Sell Recommendations ,17.42
New York Times (NYT),NYT,7/31/2017,Featured Stock,Positive Mention ,19
Southwest Airlines (LUV),LUV,7/31/2017,Discussed Stock,Negative Mention ,55.51
FedEx (FDX),FDX,7/31/2017,Discussed Stock,Negative Mention ,208.03
Domino's Pizza (DPZ),DPZ,7/31/2017,Guest Interview ,Buy Recommendations ,186.5
CSX (CSX),CSX,7/31/2017,Discussed Stock,Negative Mention ,49.34
Boston Scientific (BSX),BSX,7/31/2017,Featured Stock,Buy Recommendations ,26.62
Becton Dickinson (BDX),BDX,7/31/2017,Featured Stock,Buy Recommendations ,201.4
Baxter International (BAX),BAX,7/31/2017,Featured Stock,Buy Recommendations ,60.48
Allianceberstein (AB),AB,7/31/2017,Lightning Round ,Buy Recommendations ,24.75
Walmart (WMT),WMT,8/1/2017,Discussed Stock,Positive Mention ,80.5
Verizon (VZ),VZ,8/1/2017,Discussed Stock,Buy Recommendations ,48.89
Visa (V),V,8/1/2017,Discussed Stock,Buy Recommendations ,100.87
Ulta Beauty (ULTA),ULTA,8/1/2017,Discussed Stock,Negative Mention ,255.27
Texas Instruments (TXN),TXN,8/1/2017,Discussed Stock,Buy Recommendations ,81.71
T-Mobile US (TMUS),TMUS,8/1/2017,Discussed Stock,Buy Recommendations ,63.07
Teekay Shipping (TK),TK,8/1/2017,Lightning Round ,Sell Recommendations ,9.99
Skyworks Solutions (SWKS),SWKS,8/1/2017,Discussed Stock,Positive Mention ,104.28
Stanley Black & Decker (SWK),SWK,8/1/2017,Discussed Stock,Buy Recommendations ,139.47
Constellation Brands (STZ),STZ,8/1/2017,Discussed Stock,Buy Recommendations ,194.75
Snap-on (SNA),SNA,8/1/2017,Lightning Round ,Sell Recommendations ,152.96
Oracle (ORCL),ORCL,8/1/2017,Discussed Stock,Buy Recommendations ,50.16
Nordic American Tanker (NAT),NAT,8/1/2017,Lightning Round ,Sell Recommendations ,5.8
3M (MMM),MMM,8/1/2017,Discussed Stock,Buy Recommendations ,203.18
Macy's (M),M,8/1/2017,Discussed Stock,Positive Mention ,23.98
Kohl's (KSS),KSS,8/1/2017,Discussed Stock,Positive Mention ,41.56
Intel (INTC),INTC,8/1/2017,Discussed Stock,Buy Recommendations ,36.35
Home Depot (HD),HD,8/1/2017,Discussed Stock,Positive Mention ,149.85
GW Pharmaceuticals (GWPH),GWPH,8/1/2017,Lightning Round ,Negative Mention ,110.83
FLIR Systems (FLIR),FLIR,8/1/2017,Lightning Round ,Negative Mention ,37.08
FedEx (FDX),FDX,8/1/2017,Discussed Stock,Buy Recommendations ,206.71
Ellie Mae (ELLI),ELLI,8/1/2017,Guest Interview ,Negative Mention ,86.75
Cirrus Logic (CRUS),CRUS,8/1/2017,Discussed Stock,Positive Mention ,63.08
Costco (COST),COST,8/1/2017,Discussed Stock,Positive Mention ,159.72
CBRE Group (CBRE),CBRE,8/1/2017,Guest Interview ,Buy Recommendations ,37.72
Brookfield Infrastructure (BIP),BIP,8/1/2017,Lightning Round ,Buy Recommendations ,40.78
Best Buy (BBY),BBY,8/1/2017,Discussed Stock,Positive Mention ,59.48
